rid,pattern_id,pattern_name,category_id,role,confidence,review_status,assignment_method,evidence_location,evidence_quote,system_id,source_batch,taxonomy_version
12792,pat-037,Unit Visualization Views,U07,present,medium,verified,imported,system sec 4.2,"The Embedding View (Fig. 1- C ) displays cluster summaries derived from entity features, with methodologies tailored to distinct datasets.",hypochainer,include-b,v1.1
12792,pat-057,Companion Chat Panel,U09,present,medium,verified,imported,system sec 4.2,users can define new categories encompassing relevant entities through the ChatBot during the Contextual Exploration phase,hypochainer,include-b,v1.1
12792,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,system sec 4.2,"Working alongside domain experts, we have designed a frontend interface to support scientific discovery workflows through a set of dedicated modules, namely Control Panel, Embedding View, Chatbot, Prediction View, Hypothesis View, Chain View, and Retrieval View.",hypochainer,include-b,v1.1
12795,pat-002,Candidate Gallery,U05,central,high,verified,imported,fig 3,"A dual-branch pipeline then generates/retrieves corresponding multi-view images, displayed in an interactive satellite view for 3D perception.",sel3dcraft,include,v1.1
12795,pat-022,Artifact Derived Controls,U01,present,medium,verified,imported,fig 1,the Text Exploration View (D); and the Keyword Contribution View (E),sel3dcraft,include,v1.1
12795,pat-051,Elements for Process Disclosure,U07,present,medium,verified,imported,fig 1,"the multi-view hybrid-level scoring function (B2), and the scoring rationale (B3)",sel3dcraft,include,v1.1
12795,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,fig 1,"The user interface of Sel3DCraft includes the Model Input View (A); the Image Browser View (B), which covers the generated and retrieved images (B1), the multi-view hybrid-level scoring function (B2), and the scoring rationale (B3); the 3D Viewer View (C); the Text Exploration View (D); and the Keyword Contribution View (E).",sel3dcraft,include,v1.1
12796,pat-017,Staged Pipeline,U08,central,medium,verified,imported,system sec 3.1,"Therefore, rather than relying solely on LLMs for end-to-end paper analysis, we introduce a multi-step, human-in-the-loop workflow for analyzing visualization usage in domain literature.",12796,include-b,v1.1
12796,pat-018,Addressable Segments,U06,present,medium,verified,imported,fig 3,"For each figure, we collected the bitmap image, its caption, and the corresponding text references from the main body.",12796,include-b,v1.1
12805,pat-036,Overview-plus-Detail,U07,central,high,verified,imported,fig 1,"A Plotly-based implementation of DKMap for computational notebook features dynamic zooming, which can progressively reveal local details with kernel enhanced projection, enabling the exploration of instance-level attributes.",dkmap,include,v1.1
12805,pat-037,Unit Visualization Views,U07,central,high,verified,imported,system sec 5.1,"After selection, the view (Fig. 6 (b)) presents the corresponding map, which is the major component of our system featuring our DKMap method.",dkmap,include,v1.1
12805,pat-038,Model Internals View,U07,present,medium,verified,imported,abstract,"These models rely on multimodal embeddings, which align representations of different modalities in highdimensional spaces.",dkmap,include,v1.1
12805,pat-052,Color Coded Content,U07,present,medium,verified,imported,system sec 5.1,"The scatterplot mode displays all individual data points within the embedding space, with each point color-coded according to the cross-modal embedding metric.",dkmap,include,v1.1
12805,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,system sec 5.1,"As shown in Fig. 6, the system consists of four views: (a) Settings Panel, (b) Overview, (c) Keyword Distribution View, and (d) Instance View.",dkmap,include,v1.1
12805,pat-087,Dual Artifact Presentation Modes,U09,central,high,verified,imported,system sec 5.1,"This view consists of three modes: scatterplot mode, contour mode, and overlay mode.",dkmap,include,v1.1
12806,pat-009,Proactive Support,U02,central,high,verified,imported,abstract,We propose a ProactiveVA framework in which LLM-powered UI agent monitors user interactions and delivers context-aware assistance proactively.,proactiveva,include,v1.1
12806,pat-059,Inferred User State Driven Adaptation,U01,central,high,verified,imported,system sec 3.4,"DR2: Tailoring assistance based on problem categories (RQ2). After identifying that user needs help, the proactive agent should infer the specific type of difficulty the user is facing.",proactiveva,include,v1.1
12806,pat-088,AI Panels for Host Application,U09,central,high,verified,imported,abstract,"We implemented the framework in two representative types of VA systems, demonstrating its generalizability, and evaluated the effectiveness through an algorithm evaluation, case and expert study and a user study.",proactiveva,include,v1.1
12806,pat-091,In-Situ Agent Presence,U09,present,medium,verified,imported,fig 4,"The agent is responsible for detecting help-needed events (c), inferring user intent and providing suggestions (d), analyzing data to decide the next operation (e), performing actions on the interface (f), and storing history to facilitate the collaborative loop (b).",proactiveva,include,v1.1
12821,pat-007,Perturb-and-Compare,U05,central,high,verified,imported,fig 2,The pipeline for evaluating corruption robustness in image captioning comprises two primary stages: (A) the workflow for applying data corruption and (B) the subsequent process of generating image captions and evaluating the results.,vismodai,include,v1.1
12821,pat-036,Overview-plus-Detail,U07,central,high,verified,imported,fig 1,(C) interactive scatterplot and three-layer axis view for pattern discovery and instance inspection,vismodai,include,v1.1
12821,pat-086,Fixed Functional Panel Layout,U09,present,high,verified,imported,fig 1,"The VisMoDAl interface comprises three key visualization components: (A) line charts presenting aggregated performance metrics for evaluation, (B) bar and distribution plots for analyzing task-driven model behavior",vismodai,include,v1.1
12832,pat-001,Linked Views,U07,central,high,verified,imported,system sec 3.2,T5 - Connect visuals to raw text.,12832,include,v1.1
12832,pat-033,Output Templates,U03,present,medium,verified,imported,system sec 3.2,"T2 - Track key story elements over time. Similarly, we visualize information about many story aspects such as characters, locations, and themes",12832,include,v1.1
12832,pat-034,Artifact Generation Property Controls,U01,present,medium,verified,imported,fig 5,(A) Static character or (B) dynamic character importance y-axis.,12832,include,v1.1
12832,pat-036,Overview-plus-Detail,U07,central,high,verified,imported,system sec 3.2,"T1 - Enable multiple levels of story exploration. To accommodate a wide range of analysis workflows [G1], we support both high-level (e.g., chapters) and low-level (e.g., scenes) exploration of stories.",12832,include,v1.1
12832,pat-051,Elements for Process Disclosure,U07,central,high,verified,imported,system sec 3.2,We aim to provide explanations of LLMgenerated data to maintain transparency and protect user trust [G2].,12832,include,v1.1
12832,pat-078,Composite Glyph,U04,present,medium,verified,imported,fig 1,"Each “ribbon” represents a different character (e.g., the top pink ribbon = Elizabeth Bennet), and can be used to track interactions across nov…",12832,include,v1.1
12837,pat-001,Linked Views,U07,central,high,verified,imported,system sec 5.1 (full text),Users can hover over the colored entities in the insight view to highlight relevant subgraphs in the context view and linked visual elements in the visualization view.,insightchaser,include-b,v1.1
12837,pat-036,Overview-plus-Detail,U07,present,medium,verified,imported,system sec 5.2 (full text),"the visualization automatically zooms to the appropriate canvas area, forming a coordinated overview-detail [11] display in combination with the linking view",insightchaser,include-b,v1.1
12837,pat-051,Elements for Process Disclosure,U07,present,medium,verified,imported,system sec 5.2 (full text),The enhancement view (Fig. 5(B)) presents a visual reasoning path based on visual-text links (R4).,insightchaser,include-b,v1.1
12837,pat-052,Color Coded Content,U07,present,high,verified,imported,system sec 5.1 (full text),We use distinct colors to represent different entity types to enhance readability: red for explicit entities and yellow for implicit entities.,insightchaser,include-b,v1.1
12837,pat-074,Non-Readable to Natural Language Conversion,U04,present,medium,verified,imported,system sec 3.4 (full text),Each SVG visualization and its relevant metadata serve as the input into GPT-4o [35] to generate tactical insights.,insightchaser,include-b,v1.1
12837,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,system sec 5 (full text),"Our system is designed based on the summarized requirements of casual fans and contains three views: linking view, enhancement view, and edit view.",insightchaser,include-b,v1.1
