paper_id,paper_name,pattern_ids,pattern_names,human_factor_ids,human_factor_names
12599,Visualizationary: Automating Design Feedback for Visualization Designers Using Large Language Models,pat-015 | pat-032 | pat-033 | pat-004 | pat-017 | pat-080 | pat-036 | pat-053 | pat-074 | pat-076,Question-Driven Elicitation | Source Conditioned Generation | Output Templates | Side-by-Side Comparison | Staged Pipeline | Revisitable History | Overview-plus-Detail | Artifact Flagging and Annotations | Non-Readable to Natural Language Conversion | Perceptible Rendering,F9 | F3 | F5 | F20 | F12,Guidance and Feedback | Judgment and Decision Making | Appropriate Reliance | Skill and Self-Efficacy | Perspective-Taking
12601,"VOICE: Visual Oracle for Interaction, Conversation, and Explanation",pat-092 | pat-057 | pat-062 | pat-063,Natural-Language Control | Companion Chat Panel | Voice Interaction | Multimodal Output,F6,Sensemaking
12608,"Save It for the ""Hot"" Day: An LLM-Empowered Visual Analytics System for Heat Risk Management",pat-033 | pat-001 | pat-036 | pat-037 | pat-053 | pat-057 | pat-086 | pat-074 | pat-078,Output Templates | Linked Views | Overview-plus-Detail | Unit Visualization Views | Artifact Flagging and Annotations | Companion Chat Panel | Fixed Functional Panel Layout | Non-Readable to Natural Language Conversion | Composite Glyph,F6 | F3 | F5 | F19,Sensemaking | Judgment and Decision Making | Appropriate Reliance | Effort and Cognitive Load
12650,Heart Flows with Zen: Exploring Multi-Modal Mixed Reality to Promote the Inheritance and Experience of Cultural Heritage,pat-017 | pat-060 | pat-061,Staged Pipeline | Multimodal Input | Tangible Interaction,F6 | F13 | F15,Sensemaking | Personalization | Spatial and Embodied Cognition
12656,Litforager: Exploring Multimodal Literature Foraging Strategies in Immersive Sensemaking,pat-002 | pat-037 | pat-026 | pat-060,Candidate Gallery | Unit Visualization Views | Unified Workspace | Multimodal Input,F2 | F6 | F3 | F19,Creativity Support and Ideation | Sensemaking | Judgment and Decision Making | Effort and Cognitive Load
12692,HAT Swapping: Virtual Agents as Stand-Ins for Absent Human Instructors in Virtual Training,pat-044 | pat-045 | pat-047 | pat-048 | pat-043,Role-Play Scenario | Multiparty Hub and Spoke | Role Asymmetric Views | Simulated Counterparts | Embodied Avatar,F9 | F20 | F7 | F11,Guidance and Feedback | Skill and Self-Efficacy | Control and Agency | Social Perception (Mindset)
12708,When LLMs Recognize Your Space: Research on Experiences with Spatially Aware LLM Agents,pat-009 | pat-032 | pat-042 | pat-087 | pat-043 | pat-049 | pat-062 | pat-063,Proactive Support | Source Conditioned Generation | Persona Assigned to Agents | Dual Artifact Presentation Modes | Embodied Avatar | Space Registered Overlay | Voice Interaction | Multimodal Output,F5 | F12 | F11 | F17 | F13 | F21 | F14,"Appropriate Reliance | Perspective-Taking | Social Perception (Mindset) | Privacy and Ownership | Personalization | Affect, Wellbeing and Connection | Accessibility"
12713,From Air to Wear: Personalized 3D Digital Fashion With AR/VR Immersive 3D Sketching,pat-040 | pat-060,Sketch-Based Input | Multimodal Input,F19 | F20 | F7 | F17 | F15,Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency | Privacy and Ownership | Spatial and Embodied Cognition
12730,CausalChat: Interactive Causal Model Development and Refinement Using Large Language Models,pat-033 | pat-095 | pat-096 | pat-023 | pat-080 | pat-001 | pat-051 | pat-057 | pat-086 | pat-078,Output Templates | Manual Fallback Editing | Accept/Reject Controls | Goal Decomposition | Revisitable History | Linked Views | Elements for Process Disclosure | Companion Chat Panel | Fixed Functional Panel Layout | Composite Glyph,F2 | F6 | F3 | F4 | F5 | F19 | F20,Creativity Support and Ideation | Sensemaking | Judgment and Decision Making | Oversight | Appropriate Reliance | Effort and Cognitive Load | Skill and Self-Efficacy
12750,Latent Space Map for Visual Utilization of Generated Data,pat-034 | pat-036 | pat-037 | pat-086,Artifact Generation Property Controls | Overview-plus-Detail | Unit Visualization Views | Fixed Functional Panel Layout,F2 | F6,Creativity Support and Ideation | Sensemaking
12769,NLI4VolVis: Natural Language Interaction for Volume Visualization via LLM Multi-Agents and Editable 3D Gaussian Splatting,pat-092 | pat-018 | pat-057 | pat-086 | pat-089 | pat-074,Natural-Language Control | Addressable Segments | Companion Chat Panel | Fixed Functional Panel Layout | Chat Panels | Non-Readable to Natural Language Conversion,F6 | F19,Sensemaking | Effort and Cognitive Load
12770,ConceptViz: A Visual Analytics Approach for Exploring Concepts in Large Language Models,pat-019 | pat-036 | pat-037 | pat-038 | pat-086 | pat-074,Propose-Critique-Revise Iterative Refinement | Overview-plus-Detail | Unit Visualization Views | Model Internals View | Fixed Functional Panel Layout | Non-Readable to Natural Language Conversion,F1 | F6 | F4,Gulf of Envisioning | Sensemaking | Oversight
12777,"MisVisFix: An Interactive Dashboard for Detecting, Explaining, and Correcting Misleading Visualizations using Large Language Models",pat-004 | pat-006 | pat-019 | pat-024 | pat-029 | pat-017 | pat-053 | pat-057 | pat-086,Side-by-Side Comparison | Multi-Model Output Comparison | Propose-Critique-Revise Iterative Refinement | Program-as-Output | Reverse Engineered Representation | Staged Pipeline | Artifact Flagging and Annotations | Companion Chat Panel | Fixed Functional Panel Layout,F6 | F3 | F12,Sensemaking | Judgment and Decision Making | Perspective-Taking
12792,HypoChainer: A Collaborative System Combining LLMs and Knowledge Graphs for Hypothesis-Driven Scientific Discovery,pat-032 | pat-002 | pat-017 | pat-036 | pat-037 | pat-057 | pat-086,Source Conditioned Generation | Candidate Gallery | Staged Pipeline | Overview-plus-Detail | Unit Visualization Views | Companion Chat Panel | Fixed Functional Panel Layout,F2 | F6 | F19,Creativity Support and Ideation | Sensemaking | Effort and Cognitive Load
12795,Sel3DCraft: Interactive Visual Prompts for User-Friendly Text-to-3D Generation,pat-022 | pat-002 | pat-051 | pat-086,Artifact Derived Controls | Candidate Gallery | Elements for Process Disclosure | Fixed Functional Panel Layout,F2 | F3 | F7,Creativity Support and Ideation | Judgment and Decision Making | Control and Agency
12796,Can LLMs Bridge Domain and Visualization? A Case Study on High-Dimension Data Visualization in Single-Cell Transcriptomics,pat-018 | pat-017,Addressable Segments | Staged Pipeline,F6 | F18 | F19 | F7,Sensemaking | Bias and Fairness | Effort and Cognitive Load | Control and Agency
12805,DKMap: Interactive Exploration of Vision-Language Alignment in Multimodal Embeddings via Dynamic Kernel Enhanced Projection,pat-036 | pat-037 | pat-038 | pat-052 | pat-086 | pat-087,Overview-plus-Detail | Unit Visualization Views | Model Internals View | Color Coded Content | Fixed Functional Panel Layout | Dual Artifact Presentation Modes,F6,Sensemaking
12806,ProactiveVA: Proactive Visual Analytics with LLM-Based UI Agent,pat-009 | pat-059 | pat-088 | pat-091,Proactive Support | Inferred User State Driven Adaptation | AI Panels for Host Application | In-Situ Agent Presence,F1 | F9 | F19 | F7,Gulf of Envisioning | Guidance and Feedback | Effort and Cognitive Load | Control and Agency
12821,VisMoDAI: Visual Analytics for Evaluating and Improving Corruption Robustness of Vision-Language Models,pat-007 | pat-036 | pat-086,Perturb-and-Compare | Overview-plus-Detail | Fixed Functional Panel Layout,F6 | F4,Sensemaking | Oversight
12832,Story Ribbons: Reimagining Storyline Visualizations with Large Language Models,pat-034 | pat-033 | pat-001 | pat-036 | pat-051 | pat-078,Artifact Generation Property Controls | Output Templates | Linked Views | Overview-plus-Detail | Elements for Process Disclosure | Composite Glyph,F6 | F4 | F5,Sensemaking | Oversight | Appropriate Reliance
12837,InsightChaser: Enhancing Visual Reasoning of Sports Tactical Visualization with Visual-Text Linking,pat-095 | pat-001 | pat-036 | pat-051 | pat-052 | pat-086 | pat-074,Manual Fallback Editing | Linked Views | Overview-plus-Detail | Elements for Process Disclosure | Color Coded Content | Fixed Functional Panel Layout | Non-Readable to Natural Language Conversion,F6 | F3 | F4 | F20,Sensemaking | Judgment and Decision Making | Oversight | Skill and Self-Efficacy
12840,DataWink: Reusing and Adapting SVG-Based Visualization Examples with Large Multimodal Models,pat-027 | pat-010 | pat-024 | pat-029 | pat-086 | pat-060,Specification by Demonstration | Prefilled Editable Templates | Program-as-Output | Reverse Engineered Representation | Fixed Functional Panel Layout | Multimodal Input,F2 | F7,Creativity Support and Ideation | Control and Agency
12841,Automatic Semantic Alignment of Flow Pattern Representations for Exploration with Large Language Models,pat-022 | pat-092 | pat-001 | pat-057 | pat-086 | pat-060,Artifact Derived Controls | Natural-Language Control | Linked Views | Companion Chat Panel | Fixed Functional Panel Layout | Multimodal Input,F19 | F20,Effort and Cognitive Load | Skill and Self-Efficacy
12842,Understanding Large Language Model Behaviors Through Interactive Counterfactual Generation and Analysis,pat-022 | pat-034 | pat-002 | pat-007 | pat-036,Artifact Derived Controls | Artifact Generation Property Controls | Candidate Gallery | Perturb-and-Compare | Overview-plus-Detail,F4,Oversight
12844,DeepVIS: Bridging Natural Language and Data Visualization Through Step-Wise Reasoning,pat-092 | pat-019 | pat-023 | pat-020 | pat-086,Natural-Language Control | Propose-Critique-Revise Iterative Refinement | Goal Decomposition | Inspectable Intermediate Steps | Fixed Functional Panel Layout,F4 | F20 | F7,Oversight | Skill and Self-Efficacy | Control and Agency
12845,Natural Language-Driven Viewpoint Navigation for Volume Exploration via Semantic Block Representation,pat-092 | pat-076,Natural-Language Control | Perceptible Rendering,F6 | F19 | F20,Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy
12851,Conch: Competitive Debate Analysis via Visualizing Clash Points and Hierarchical Strategies,pat-004 | pat-018 | pat-086 | pat-078,Side-by-Side Comparison | Addressable Segments | Fixed Functional Panel Layout | Composite Glyph,F6 | F20,Sensemaking | Skill and Self-Efficacy
12858,"VizGenie: Toward Self-Refining, Domain-Aware Workflows for Next-Generation Scientific Visualization",pat-092 | pat-024 | pat-095 | pat-051 | pat-057,Natural-Language Control | Program-as-Output | Manual Fallback Editing | Elements for Process Disclosure | Companion Chat Panel,F19 | F20,Effort and Cognitive Load | Skill and Self-Efficacy
12859,FlowForge: Guiding the Creation of Multi-Agent Workflows with Design Space Visualization as a Thinking Scaffold,pat-033 | pat-002 | pat-005 | pat-010 | pat-095 | pat-017 | pat-001 | pat-036 | pat-086 | pat-078,Output Templates | Candidate Gallery | Branching Exploration | Prefilled Editable Templates | Manual Fallback Editing | Staged Pipeline | Linked Views | Overview-plus-Detail | Fixed Functional Panel Layout | Composite Glyph,F1 | F2 | F9 | F19 | F7,Gulf of Envisioning | Creativity Support and Ideation | Guidance and Feedback | Effort and Cognitive Load | Control and Agency
12862,Urbanite: A Dataflow-Based Framework for Human-AI Interactive Alignment in Urban Visual Analytics,pat-024 | pat-023 | pat-080 | pat-028 | pat-051 | pat-026,Program-as-Output | Goal Decomposition | Revisitable History | Plan Preview | Elements for Process Disclosure | Unified Workspace,F6 | F19 | F20 | F12,Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy | Perspective-Taking
12875,BDIViz: An Interactive Visualization System for Biomedical Schema Matching with LLM-Powered Validation,pat-068 | pat-006 | pat-051 | pat-086,Withheld Answer | Multi-Model Output Comparison | Elements for Process Disclosure | Fixed Functional Panel Layout,F3 | F4 | F19 | F20 | F7,Judgment and Decision Making | Oversight | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
12886,SceneLoom: Communicating Data with Scene Context,pat-032 | pat-033 | pat-002 | pat-041,Source Conditioned Generation | Output Templates | Candidate Gallery | Pick and Combine,F2 | F6 | F12 | F21 | F14,"Creativity Support and Ideation | Sensemaking | Perspective-Taking | Affect, Wellbeing and Connection | Accessibility"
12905,Enhancing Perceived Empathy in Empathic Mixed Reality Agents via Context-Aware Adaptation,pat-009 | pat-059 | pat-051 | pat-047 | pat-043 | pat-049 | pat-074,Proactive Support | Inferred User State Driven Adaptation | Elements for Process Disclosure | Role Asymmetric Views | Embodied Avatar | Space Registered Overlay | Non-Readable to Natural Language Conversion,F7 | F11 | F13 | F21,"Control and Agency | Social Perception (Mindset) | Personalization | Affect, Wellbeing and Connection"
12934,GenFODrawing: Supporting Creative Found Object Drawing With Generative AI,pat-032 | pat-039 | pat-040 | pat-002 | pat-021 | pat-017 | pat-020 | pat-086,Source Conditioned Generation | Spatial Canvas | Sketch-Based Input | Candidate Gallery | Localized Tweaking Support | Staged Pipeline | Inspectable Intermediate Steps | Fixed Functional Panel Layout,F1 | F2 | F7 | F13,Gulf of Envisioning | Creativity Support and Ideation | Control and Agency | Personalization
12936,EnVisionVR: A Scene Interpretation Tool for Visual Accessibility in Virtual Reality,pat-088 | pat-062 | pat-063 | pat-074,AI Panels for Host Application | Voice Interaction | Multimodal Output | Non-Readable to Natural Language Conversion,F19 | F7 | F14 | F15,Effort and Cognitive Load | Control and Agency | Accessibility | Spatial and Embodied Cognition
12941,ScribbleSense: Generative Scribble-Based Texture Editing With Intent Prediction,pat-032 | pat-040 | pat-021,Source Conditioned Generation | Sketch-Based Input | Localized Tweaking Support,F1 | F3 | F19 | F7,Gulf of Envisioning | Judgment and Decision Making | Effort and Cognitive Load | Control and Agency
12942,DoodleAssist: Progressive Interactive Line Art Generation With Latent Distribution Alignment,pat-040 | pat-071 | pat-019,Sketch-Based Input | Protected Region | Propose-Critique-Revise Iterative Refinement,F1 | F2 | F19 | F7,Gulf of Envisioning | Creativity Support and Ideation | Effort and Cognitive Load | Control and Agency
12953,Chat2Layout: Interactive 3D Furniture Layout With a Multimodal LLM,pat-092 | pat-019 | pat-023 | pat-057,Natural-Language Control | Propose-Critique-Revise Iterative Refinement | Goal Decomposition | Companion Chat Panel,F7 | F12,Control and Agency | Perspective-Taking
12991,DAVA: Decoding Art With Visual Analytics Through Feature Modeling and Multi-Agent Collaboration,pat-092 | pat-001 | pat-036 | pat-037 | pat-051 | pat-057 | pat-086,Natural-Language Control | Linked Views | Overview-plus-Detail | Unit Visualization Views | Elements for Process Disclosure | Companion Chat Panel | Fixed Functional Panel Layout,F6 | F3 | F8 | F19 | F12,Sensemaking | Judgment and Decision Making | Metacognition | Effort and Cognitive Load | Perspective-Taking
